,ID_number,isbn,num_pages,year_first_published,cover_imgae_url,genres,average_rating,number_ratings,title
0,58821,1416502033,0,2003,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170525478l/58821.jpg,"['Fiction', 'Womens Fiction > Chick Lit', 'Romance']",4.26,1062,"Trigiani 3-Copy Box Set: ""Milk Glass Moon,"" ""Big Cherry Holler,"" and ""Big Stone Gap"""
1,104294,0590451545,79,1966,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1659348798l/104294._SX318_.jpg,"['History', 'Biography', 'Nonfiction', 'North American Hi... > American History', 'Childrens', 'Politics > Presidents', 'Childrens > Picture Books', 'Biography Memoir', 'Academic > School', 'Childrens > Chapter Books']",3.67,103,If You Grew Up with Abraham Lincoln
2,62249,1400034124,339,2006,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389459772l/62249.jpg,"['Fiction', 'Westerns', 'Literary Fiction']",3.35,156,The Willow Field
3,99744,0440407702,,1991,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171451940l/99744.jpg,"['Young Adult', 'Fiction', 'Childrens', 'Realistic Fiction', 'Adventure > Survival', 'Childrens > Middle Grade', 'Childrens > Juvenile']",3.57,357,Monkey Island
4,184423,0333918061,272,2000,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1319096984l/184423.jpg,['Philosophy'],0.00,0,Leon Trotsky and World War One: August 1914 - February 1917
5,72353,0500279144,149,1991,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388197824l/72353.jpg,"['Art > Photography', 'Art']",4.42,26,America in Passing
6,194072,0025879103,248,1976,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328866251l/194072.jpg,"['Health', 'History']",4.12,33,"White Coat, Clenched Fist: The Political Education of an American Physician"
7,22068,9061120365,288,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388210933l/22068.jpg,"['Mystery', 'Mystery > Crime', 'Fiction', 'Thriller', 'Media Tie In', 'Media Tie In > Tv', 'Thriller > Mystery Thriller', 'Emergency Services > Police', 'Novels', 'Mystery > Detective']",3.76,554,Snake Eyes
8,243286,0816769966,137,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631403650l/243286._SY475_.jpg,"['Fantasy', 'Fiction', 'Young Adult', 'Fantasy > Magic', 'Childrens', 'Childrens > Juvenile', 'Young Adult > Young Adult Fantasy']",3.75,347,The Prisoners of Bell Castle
9,5110,0316769177,214,1951,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1333320099l/5110.jpg,"['Classics', 'Fiction', 'Young Adult', 'Literature', 'Academic > School', 'Novels', 'Young Adult > Coming Of Age', 'Young Adult > High School', 'Literature > American', 'Academic > Read For School']",3.81,3258686,The Catcher In The Rye
10,147135,1841954810,240,2003,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328874827l/147120.jpg,"['Fiction', 'Contemporary', 'Cultural > Italy', 'Novels', 'LGBT', 'Animals', 'LGBT > Gay', 'Humor', 'Literary Fiction', 'Animals > Dogs']",3.58,1173,Timoleon Vieta Come Home: A Sentimental Journey
11,73265,1605064947,54,1895,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266466140l/73265.jpg,"['Occult', 'History > Ancient History', 'Religion']",3.86,49,The Chaldean Oracles Attributed to Zoroaster
12,43493,0671875744,,1995,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170109436l/43493.jpg,"['Fiction', 'Young Adult', 'Horror', 'Romance', 'Gothic', 'Womens Fiction > Chick Lit', 'Adult Fiction', 'Drama', 'Mystery', 'Thriller']",3.90,9570,Fesseln der Erinnerung
13,140525,0449911373,215,1997,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1403178874l/140525.jpg,"['Mystery', 'Fiction', 'Mystery > Cozy Mystery', 'Adventure', 'Spy Thriller > Espionage', 'Humor', 'Suspense', 'Audiobook', 'Thriller > Mystery Thriller', 'Thriller']",4.08,3742,"Mrs. Pollifax, Innocent Tourist"
14,220060,1938160916,191,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354903648l/220060.jpg,"['Poetry', 'Nonfiction', 'Biography', 'Language > Writing', 'Writing > Essays']",4.45,144,Breaking the Alabaster Jar: Conversations with Li-Young Lee
15,15707,2070360024,143,1942,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326418664l/15707.jpg,"['Classics', 'Fiction', 'Philosophy', 'Cultural > France', 'Literature', 'Novels', 'European Literature > French Literature', 'Academic > School', 'Literary Fiction', 'Literature > 20th Century']",4.01,925013,El Extranjero
16,50364,0679734570,,1986,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1425497330l/50364.jpg,"['Poetry', 'Fiction', 'Cultural > India', 'Asian Literature > Indian Literature', 'Literature', 'Novels', 'Contemporary', 'Literary Fiction', 'Literature > American', 'The United States Of America']",4.01,4559,The Golden Gate
17,227199,1400852978,272,2006,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386921455l/227199.jpg,"['Science', 'Science > Astronomy', 'Nonfiction']",3.98,43,Is Pluto a Planet?: A Historical Journey Through the Solar System
18,105979,0880299193,528,1992,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1526146435l/105979.jpg,"['Fiction', 'Humor', 'Classics', 'Humor > Comedy', 'Novels', 'Mystery', 'Historical', 'European Literature > British Literature', 'Literature > English Literature']",4.41,852,"The Jeeves Collection: ""Stiff Upper Lip, Jeeves"", ""Inimitable Jeeves"", ""Carry on, Jeeves"""
19,17788,0805450009,368,1901,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328854144l/17788.jpg,"['Fiction', 'War > World War II']",3.95,105,Sea of Glory: A Novel
0,191834,0679768025,2160,1933,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172574074l/191834.jpg,"['Fiction', 'Classics', 'Literature', 'European Literature > German Literature', 'Philosophy', 'Novels', 'Cultural > Germany', 'Literature > 20th Century', 'Literary Fiction', 'Literature > European Literature']",4.34,1109,Der Mann ohne Eigenschaften II: Aus dem Nachlaß
1,7946,0688220142,192,1975,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1313626358l/7946.jpg,"['Childrens', 'Fiction']",4.16,58,Eddie's Valuable Property
2,108803,1531879284,154,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387707096l/108803.jpg,[],3.38,26,Zorro & the Pirate Raiders
3,50965,0191520268,232,2000,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348554721l/50965.jpg,['Philosophy'],3.80,35,"Ideal Code, Real World"
4,53859,0871137313,336,1998,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348567278l/53859.jpg,"['Travel', 'Nonfiction', 'Science', 'Science > Natural History', 'Autobiography > Memoir', 'Environment > Nature', 'Anthropology', 'Adventure', 'Biology > Ecology', 'Animals']",4.09,689,"Throwim Way Leg: Tree-Kangaroos, Possums and Penis Gourds"
5,25300,0471481173,291,2003,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385246905l/25300.jpg,[],3.00,7,Make Money with Condominiums and Townhouses
6,232032,0007108494,512,2002,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922879l/232032.jpg,"['Fantasy', 'Historical > Historical Fiction', 'Fiction', 'Historical', 'Science Fiction Fantasy', 'Historical Fiction > Historical Fantasy', 'Science Fiction > Alternate History', 'Adult', 'Paranormal > Angels', 'Historical > Medieval']",3.96,1046,The Crippled Angel
7,93642,8420633348,59,1983,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266470680l/93642.jpg,"['Short Stories', 'Fiction', 'Classics', 'Fantasy', 'Literature', 'Magical Realism', 'Philosophy', 'Literature > 20th Century', 'European Literature > Spanish Literature', 'Cultural > Latin American']",4.14,929,La memoria de Shakespeare
8,220898,9583027553,,1903,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172818982l/220898._SY475_.jpg,[],4.13,16,Ante los bárbaros
9,249233,1936374854,182,2002,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388453977l/249233.jpg,"['Self Help', 'Economics > Finance']",3.76,50,The ABCs of Gold Investing: How to Protect and Build Your Wealth with Gold
10,111961,0151792666,320,1971,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391418001l/111961.jpg,"['Literature', 'Criticism', 'History']",4.00,18,Samuel Johnson and the Life of Writing
11,174051,1609801369,248,1983,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347389799l/174051.jpg,"['War', 'Nonfiction', 'Politics', 'History']",4.07,71,Waiting for an Army to Die: The Tragedy of Agent Orange
12,108333,2351786610,320,1941,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354011556l/108333.jpg,"['History', 'Classics', 'Westerns', 'Nonfiction', 'Native Americans', 'North American Hi... > American History']",3.98,127,The Last Frontier
13,51409,0805059091,256,1999,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312032024l/51409.jpg,"['Language > Writing', 'Nonfiction', 'Writing > Essays', 'Feminism', 'Womens', 'Autobiography > Memoir', 'Race', 'Biography > Autobiography', 'Philosophy > Theory', 'Education']",4.13,339,remembered rapture: the writer at work
14,60345,0933328109,256,1981,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170541389l/60345._SY475_.jpg,[],3.50,4,Ann Margaret: A Photo Extravaganza & Memoir
15,44171,0143122592,288,1965,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347602651l/44171.jpg,"['Fiction', 'Spy Thriller > Espionage', 'Thriller', 'Mystery', 'Thriller > Spy Thriller', 'Thriller > Mystery Thriller', 'European Literature > British Literature', 'Audiobook', 'Novels', 'Historical > Historical Fiction']",3.74,13937,The Looking Glass War
16,194942,1476792798,400,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1437082617l/194942._SY475_.jpg,"['Romance', 'Romance > Romantic Suspense', 'Mystery', 'Romance > Contemporary Romance', 'Thriller', 'Fiction']",4.05,289,Priceless
17,71042,0133635325,564,1987,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170754186l/71042.jpg,[],0.00,0,GRE: Graduate Record Examination: General Test
18,253529,1460359526,304,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312831117l/253529.jpg,"['Romance > Historical Romance', 'Romance', 'Historical', 'Historical > Medieval', 'Category Romance > Harlequin']",3.53,49,The Conqueror
19,286234,0130196304,336,1992,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1173417086l/286234.jpg,[],3.25,12,How to Make Big Money in Real Estate: Revised for the 21st Century
0,108067,0375410627,259,2001,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320441819l/108067.jpg,"['Nonfiction', 'Biography', 'Autobiography > Memoir', 'American > Southern', 'History', 'Biography Memoir', 'Historical', 'Biography > Autobiography', 'Family', 'Book Club']",4.25,6696,Ava's Man
1,218167,1461267943,271,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348969841l/218167.jpg,[],3.33,3,The Physics of Quantum Fields
2,141050,0307956199,240,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320524755l/141050.jpg,"['Food and Drink > Cookbooks', 'Food and Drink > Cooking', 'Food and Drink > Food', 'Nonfiction', 'Reference', 'Food and Drink > Vegetarian', 'Food and Drink']",4.10,552,Vegetable Soups from Deborah Madison's Kitchen
3,187731,0520203305,607,1949,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1666859605l/187731.jpg,"['History', 'History > European History', 'Nonfiction', 'History > World History', 'European History > Spanish History', 'Cultural > Spain', 'Academic', 'Economics', 'Literature > 16th Century', 'Science > Geography']",4.48,423,"The Mediterranean and the Mediterranean World in the Age of Philip II, Volume II"
4,22995,8437600685,96,1945,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328758570l/22995.jpg,"['Plays', 'Classics', 'European Literature > Spanish Literature', 'Drama', 'Plays > Theatre', 'Fiction', 'Academic > School', 'Cultural > Spain', 'Literature', 'Academic > Read For School']",3.83,29529,La casa de Bernarda Alba
5,139888,0199537461,220,1844,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348846759l/139888.jpg,"['Classics', 'Fiction', 'Literature > 19th Century', 'Historical > Historical Fiction', 'European Literature > British Literature', 'Novels', 'Literature', 'Historical > Victorian', 'Literature > English Literature', 'Historical']",3.64,2285,Barry Lyndon
6,82580,1897853769,259,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1266468301l/82580.jpg,"['History', 'Nonfiction', 'Historical > Anglo Saxon']",4.19,16,Northanhymbre Saga: The History of the Anglo-Saxon Kings of Northumbria
7,111425,0060218053,192,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360533977l/111425.jpg,"['Fantasy', 'Childrens', 'Fiction', 'Childrens > Middle Grade', 'Young Adult', 'Adventure', 'Classics', 'Childrens > Chapter Books', 'Fantasy > Magic', 'Childrens > Juvenile']",4.26,12882,The Last of the Really Great Whangdoodles
8,67546,1592129579,,1982,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487971107l/67546.jpg,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Apocalyptic > Post Apocalyptic', 'Adventure', 'Classics', 'Space > Space Opera', 'Audiobook', 'Speculative Fiction']",3.54,22295,Battlefield Earth: A Saga of the Year 3000
9,165504,1472800311,96,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320529732l/165504.jpg,[],3.40,5,Israeli F-15 Eagle Units In Combat
10,30600,0451527887,512,1831,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421537683l/30600.jpg,"['Classics', 'Fiction', 'Historical > Historical Fiction', 'Cultural > France', 'Literature', 'European Literature > French Literature', 'Gothic', 'Historical', 'Romance', 'Novels']",4.01,190238,Notre-Dame de Paris
11,73113,1406344729,12,1991,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170829731l/73113.jpg,[],3.58,26,Garden Animals
12,252119,0300084366,336,1899,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388582818l/252119.jpg,"['History', 'History > European History', 'World War II > Holocaust', 'Nonfiction', 'War']",3.91,23,The Memory of Judgment: Making Law and History in the Trials of the Holocaust
13,131851,0440910668,160,1979,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172004884l/131851.jpg,"['Young Adult', 'Fiction', 'Childrens', 'Childrens > Middle Grade', 'Romance', 'Realistic Fiction', 'Contemporary', 'Childrens > Juvenile', 'Young Adult > Coming Of Age', 'Family']",3.79,1027,Can You Sue Your Parents for Malpractice?
14,20971,1561703133,1,1995,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388196016l/20971.jpg,"['Spirituality', 'Self Help', 'Nonfiction', 'Audiobook', 'Spirituality > New Age', 'Inspirational']",4.00,384,Meditations for Manifesting
15,202033,0395656621,352,1952,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1435723309l/202033._SY475_.jpg,"['Fiction', 'Historical > Historical Fiction', 'Westerns', 'Classics', 'Historical', 'Literature', 'Adventure', 'Literature > American', 'Novels', 'Literary Fiction']",3.96,5365,The Way West
16,18908,0872204464,176,360,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348098683l/18908.jpg,"['Philosophy', 'Classics', 'Nonfiction', 'Science', 'History', 'Literature > Ancient', 'Cultural > Greece', 'Religion', 'Philosophy > Metaphysics', 'History > Ancient History']",3.87,2613,"Timaeus: Translation. Glossary, Appendices and Introductory Essay"
17,66990,3785541953,197,1990,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1170664817l/66990._SX318_.jpg,"['Fantasy', 'Horror', 'Childrens', 'Paranormal > Witches', 'Young Adult', 'Childrens > Middle Grade', 'Fiction', 'Fantasy > Supernatural', 'Fantasy > Magic']",3.92,282,The Witch's Eye
18,29142,0747231621,218,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1274532817l/29142.jpg,"['Fantasy', 'Romance', 'Fantasy > High Fantasy', 'Fiction']",3.91,86,Bright and Shining Tiger
19,185705,1635926653,32,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172527541l/185705._SX318_.jpg,[],3.75,8,Super Specs: Number Patterns
0,25365,8854503223,400,1997,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386749063l/25365.jpg,"['Fiction', 'Cultural > Japan', 'Thriller', 'Mystery', 'Asian Literature > Japanese Literature', 'Mystery > Crime', 'Horror', 'Thriller > Mystery Thriller', 'Cultural > Asia', 'Literature > Asian Literature']",3.95,33743,Out
1,69230,1484706854,32,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499641050l/69230._SX318_.jpg,"['Media Tie In > Star Wars', 'Childrens', 'Childrens > Picture Books']",3.96,52,Star Wars: Return of the Jedi - Read-Along Book and Tape
2,186875,5551304590,288,2004,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1431282716l/186875.jpg,"['Self Help', 'Nonfiction', 'Relationships']",4.12,107,Things Will Get as Good as You Can Stand: (. . . When you learn that it is better to receive than to give) The Superwoman's Practical Guide to Getting as Much as She Gives
3,259980,0816626219,353,1997,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1173219127l/259980.jpg,"['Nonfiction', 'Academic', 'History']",4.06,17,"Radio Voices: American Broadcasting, 1922-1952"
4,165009,9004107975,776,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348747642l/165009.jpg,[],0.00,0,"Oeuvres Philosophiques Et Scientifiques D'Al-Kindi: L'Optique Et LA Catoptrique (Islamic Philosophy, Theology, and Science)"
5,178673,0312218206,150,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316722382l/178673.jpg,"['History', 'Nonfiction', 'North American Hi... > American History']",3.44,41,How Did American Slavery Begin?
6,268675,0865541205,268,1984,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336100870l/268675.jpg,"['History', 'Nonfiction']",4.24,25,The Orangeburg Massacre
7,187724,0813030757,208,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328811996l/187724.jpg,['History'],4.20,5,"The Atlanta Riot: Race, Class, and Violence in a New South City"
8,202646,0140445684,755,1867,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172642530l/202646.jpg,"['Philosophy', 'Economics', 'Politics', 'Nonfiction', 'History', 'Philosophy > Theory', 'Classics', 'Sociology', 'Politics > Political Science', 'European Literature > German Literature']",4.26,10838,"Das Kapital. Kritik der politischen Ökonomie, Buch 1: Der Produktionsprozess des Kapitals"
9,163626,0898752655,397,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1629853142l/163626.jpg,"['Cultural > Russia', 'Literature']",3.68,41,On Literature
10,161449,0881846449,256,1989,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387751016l/161449.jpg,"['Nonfiction', 'Psychology', 'Self Help']",3.66,74,The Secret Languages of Success: Using Body Language to Get What You Want
11,229642,1586488694,236,2000,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430015326l/838461.jpg,"['History', 'Nonfiction', 'Politics > Presidents', 'Travel', 'Biography', 'North American Hi... > American History', 'Death', 'Presidents > Us Presidents', 'Politics', 'Historical']",3.88,194,Who's Buried in Grant's Tomb?: A Tour of Presidential Gravesites
12,282298,9792051406,200,1998,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345227092l/282298.jpg,"['Sequential Art > Manga', 'Fantasy', 'Paranormal > Vampires', 'Sequential Art > Graphic Novels', 'Manga > Shojo', 'Romance', 'Humor', 'Fiction', 'Sequential Art > Comics', 'Comics Manga']",4.11,649,"Vampire Game, Vol. 4"
13,243232,0029190959,368,1993,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388613109l/243232.jpg,"['Nonfiction', 'Sociology', 'Anthropology', 'Feminism', 'Social Issues > Poverty', 'Politics', 'Social Movements > Social Justice', 'Autobiography > Memoir', 'Womens', 'Social Science']",3.90,423,Tell Them Who I Am: The Lives of Homeless Women
14,83471,0517035812,714,1982,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1223647398l/83471.jpg,"['Mystery', 'Fiction', 'Classics', 'Thriller > Mystery Thriller', 'Anthologies', 'Mystery > Murder Mystery', 'Mystery > Cozy Mystery', 'Suspense', 'Mystery > Crime']",4.24,273,Agatha Christie's Detectives: Five Complete Novels: The Murder at the Vicarage / Dead Man's Folly / Sad Cypress / Towards Zero / N or M?
15,123830,2080700871,,1787,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1171863027l/123830.jpg,"['Classics', 'Fiction', 'Novels', 'Cultural > France', 'Romance', 'European Literature > French Literature', 'Literature > 18th Century', 'Literature', 'Roman', 'Medievalism > Romanticism']",3.76,6430,"Paul Et Virginie (Fiction, Poetry & Drama) (French Edition)"
16,264436,3056613779,388,1997,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1173246476l/264436.jpg,[],1.00,1,Regional Trading Blocs in the World Economic System
17,239728,0805044213,416,2001,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389061677l/239728.jpg,"['History', 'Nonfiction', 'Psychology', 'Philosophy', 'War', 'Cultural > Germany', 'Cultural', 'Social Science', 'Cultural > France', 'Academic']",3.96,114,"The Culture of Defeat: On National Trauma, Mourning, and Recovery"
18,146062,0312226861,240,1999,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172177802l/146062.jpg,['Food and Drink > Food'],3.75,4,The Meat Business: Devouring a Hungry Planet
19,16658,1435106075,144,1999,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1166734186l/16658._SX318_.jpg,"['Fantasy > Mythology', 'History', 'Cultural > Japan', 'Reference', 'Nonfiction']",4.16,44,Realm of the Rising Sun: Japanese Myth
0,83457,0451200527,0,1968,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1312023106l/83457.jpg,"['Mystery', 'Fiction', 'Mystery > Crime', 'Classics', 'Thriller > Mystery Thriller', 'Mystery > Detective', 'European Literature > British Literature', 'Audiobook', 'Thriller', 'Mystery > Murder Mystery']",3.77,19707,By the Pricking of My Thumbs
1,182571,0786714263,624,2004,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348990260l/182571.jpg,"['Horror', 'Anthologies', 'Short Stories', 'Fantasy', 'Fiction']",3.85,159,Best New Horror 15
2,291718,0786962054,312,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389682995l/291718.jpg,"['Dungeons and Dragons > Forgotten Realms', 'Fantasy', 'Fiction', 'Role Playing Games > Dungeons and Dragons', 'Anthologies > Collections', 'Fantasy > High Fantasy', 'Novels']",3.31,286,Faces of Deception
3,218470,0330316702,352,1989,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391297152l/218470.jpg,"['Science Fiction', 'Fiction', 'Fantasy', 'Mystery', 'Games > Gaming', 'Science Fiction Fantasy', 'Audiobook', 'Science > Technology', 'Games > Role Playing Games', 'Adventure']",3.65,1858,The Barsoom Project
4,102362,0385497458,288,1999,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348120749l/102362.jpg,"['Nonfiction', 'Parenting', 'Feminism', 'Autobiography > Memoir', 'Sociology', 'Health', 'Womens', 'Gender > Gender Studies', 'Science', 'Family']",3.76,1807,"Misconceptions: Truth, Lies and the Unexpected on the Journey to Motherhood"
5,83719,0641587716,0,2002,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347250922l/83719.jpg,"['Science', 'Nonfiction', 'Science > Physics', 'Science > Astronomy', 'Audiobook', 'Philosophy', 'Space', 'History', 'Science > Popular Science', 'Classics']",4.18,22094,The Theory of Everything: The Origin and Fate of the Universe
6,7136,0143058142,434,1866,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1380985395l/7136.jpg,"['Classics', 'Fiction', 'Cultural > Russia', 'Literature', 'Literature > Russian Literature', 'Philosophy', 'Novels', 'Mystery > Crime', 'Literature > 19th Century', 'Academic > School']",4.25,796853,Crime and Punishment
7,261203,9786006445,272,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389796352l/261203.jpg,"['Art', 'Nonfiction', 'Science', 'Psychology', 'Philosophy', 'Earth > The World']",3.79,159,How to Use Your Eyes
8,193457,1134363648,224,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385349942l/193457.jpg,[],0.00,0,Anti-Political Establishment Parties: A Comparative Analysis
9,167368,9010020002,304,1977,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328581447l/167368.jpg,"['Horror', 'Fiction']",3.53,195,Lupe
10,276830,8847005027,255,2006,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348282186l/276830.jpg,[],0.00,0,Econophysics of Stock and Other Markets: Proceedings of the Econophys-Kolkata II
11,291906,0689033680,6,2004,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388450906l/291906.jpg,"['Fantasy', 'Audiobook', 'Childrens', 'Fiction', 'Humor', 'Childrens > Juvenile', 'Animals', 'Mystery', 'Paranormal > Vampires', 'Classics']",4.19,662,The Bunnicula Collection
12,48120,0060177721,354,1995,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347758813l/48120.jpg,"['Mystery', 'Fiction', 'Historical > Historical Fiction', 'Thriller > Mystery Thriller', 'Thriller', 'Westerns', 'War', 'Mystery > Crime', 'Mystery > Detective', 'Audiobook']",3.85,3553,Finding Moon
13,290143,0525945156,384,1999,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309282850l/290143.jpg,"['Mystery', 'Historical > Historical Fiction', 'Mystery > Detective', 'Mystery > Crime', 'Mystery > Historical Mystery', 'Fiction']",3.97,351,Majic Man
14,205440,5559608475,464,2001,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348656327l/205440.jpg,"['Business', 'Biography', 'Nonfiction', 'Leadership', 'Business > Management', 'Biography > Autobiography', 'Autobiography > Memoir', 'Buisness', 'Economics > Finance', 'Economics']",3.81,15151,Hablando Claro
15,178317,0060570156,336,2004,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1172461062l/178317._SY475_.jpg,"['Business', 'Nonfiction', 'Design']",3.73,404,El origen de las marcas
16,118176,1442431016,192,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348615104l/118176.jpg,"['Mystery', 'Young Adult']",3.82,76,The Viking Claw
17,38378,1932234152,283,1998,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388803129l/38378.jpg,"['Horror', 'Fiction', 'Cultural > Japan', 'Asian Literature > Japanese Literature', 'Science Fiction', 'Thriller', 'Mystery', 'Fantasy', 'Fantasy > Paranormal', 'Literature > Asian Literature']",3.56,3449,Loop
18,285255,0786956887,320,2007,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387740051l/285255.jpg,"['Dungeons and Dragons > Forgotten Realms', 'Fantasy', 'Fiction', 'Role Playing Games > Dungeons and Dragons', 'Fantasy > High Fantasy']",3.39,163,Scream of Stone
19,207958,0932857167,173,1986,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390172862l/207958.jpg,"['Horticulture > Gardening', 'Nonfiction', 'Science > Agriculture', 'Food and Drink > Food', 'Reference']",4.02,132,The Soul of Soil: A Soil-Building Guide for Master Gardeners and Farmers
